Threshold	Precision	Recall	TPR	FPR	F1-measure
1.378900	0.995798	0.897727	0.897727	0.001157	0.944223
Threshold	Precision	Recall	TPR	FPR	F1-measure
0.900000	1.000000	0.143939	0.143939	0.000000	0.251656
Threshold	Precision	Recall	TPR	FPR	F1-measure
1.400000	0.976378	0.939394	0.939394	0.006944	0.957529
Threshold	Precision	Recall	TPR	FPR	F1-measure
1.380000	0.991667	0.901515	0.901515	0.002315	0.944444
