0.000000	12.000000	1.472807	1.380000
0.000000	13.000000	1.451228	1.380000
0.000000	14.000000	1.457517	1.380000
0.000000	15.000000	1.439415	1.380000
0.000000	16.000000	1.458069	1.380000
0.000000	17.000000	1.479500	1.380000
0.000000	18.000000	1.496185	1.380000
0.000000	19.000000	1.463390	1.380000
0.000000	20.000000	1.495668	1.380000
0.000000	21.000000	1.502345	1.380000
0.000000	22.000000	1.492755	1.380000
0.000000	23.000000	1.500749	1.380000
0.000000	24.000000	1.515884	1.380000
0.000000	25.000000	1.514225	1.380000
0.000000	26.000000	1.516605	1.380000
0.000000	27.000000	1.530973	1.380000
0.000000	28.000000	1.561400	1.380000
0.000000	29.000000	1.567009	1.380000
0.000000	30.000000	1.546290	1.380000
0.000000	31.000000	1.496946	1.380000
0.000000	32.000000	1.540320	1.380000
0.000000	33.000000	1.499000	1.380000
0.000000	34.000000	1.529779	1.380000
0.000000	35.000000	1.567445	1.380000
0.000000	36.000000	1.526689	1.380000
0.000000	37.000000	1.520940	1.380000
0.000000	38.000000	1.462829	1.380000
0.000000	39.000000	1.499118	1.380000
0.000000	40.000000	1.480715	1.380000
0.000000	41.000000	1.477333	1.380000
0.000000	42.000000	1.526768	1.380000
0.000000	43.000000	1.492430	1.380000
0.000000	44.000000	1.502842	1.380000
0.000000	45.000000	1.495462	1.380000
0.000000	46.000000	1.505952	1.380000
0.000000	47.000000	1.467373	1.380000
1.000000	12.000000	1.451953	1.380000
1.000000	13.000000	1.450512	1.380000
1.000000	14.000000	1.464007	1.380000
1.000000	15.000000	1.438374	1.380000
1.000000	16.000000	1.421596	1.380000
1.000000	17.000000	1.446559	1.380000
1.000000	18.000000	1.455105	1.380000
1.000000	19.000000	1.431600	1.380000
1.000000	20.000000	1.454968	1.380000
1.000000	21.000000	1.471006	1.380000
1.000000	22.000000	1.434010	1.380000
1.000000	23.000000	1.438000	1.380000
1.000000	24.000000	1.482844	1.380000
1.000000	25.000000	1.485316	1.380000
1.000000	26.000000	1.484542	1.380000
1.000000	27.000000	1.504381	1.380000
1.000000	28.000000	1.520817	1.380000
1.000000	29.000000	1.535016	1.380000
1.000000	30.000000	1.528145	1.380000
1.000000	31.000000	1.507375	1.380000
1.000000	32.000000	1.519137	1.380000
1.000000	33.000000	1.459024	1.380000
1.000000	34.000000	1.529129	1.380000
1.000000	35.000000	1.529749	1.380000
1.000000	36.000000	1.537770	1.380000
1.000000	37.000000	1.520773	1.380000
1.000000	38.000000	1.482890	1.380000
1.000000	39.000000	1.493441	1.380000
1.000000	40.000000	1.488112	1.380000
1.000000	41.000000	1.487031	1.380000
1.000000	42.000000	1.537059	1.380000
1.000000	43.000000	1.488913	1.380000
1.000000	44.000000	1.474598	1.380000
1.000000	45.000000	1.505385	1.380000
1.000000	46.000000	1.506600	1.380000
1.000000	47.000000	1.477069	1.380000
2.000000	12.000000	1.468727	1.380000
2.000000	13.000000	1.479847	1.380000
2.000000	14.000000	1.445023	1.380000
2.000000	15.000000	1.446858	1.380000
2.000000	16.000000	1.472465	1.380000
2.000000	17.000000	1.468462	1.380000
2.000000	18.000000	1.450364	1.380000
2.000000	19.000000	1.433970	1.380000
2.000000	20.000000	1.445709	1.380000
2.000000	21.000000	1.459636	1.380000
2.000000	22.000000	1.426393	1.380000
2.000000	23.000000	1.435915	1.380000
2.000000	24.000000	1.456969	1.380000
2.000000	25.000000	1.471500	1.380000
2.000000	26.000000	1.471369	1.380000
2.000000	27.000000	1.497460	1.380000
2.000000	28.000000	1.523405	1.380000
2.000000	29.000000	1.519980	1.380000
2.000000	30.000000	1.556868	1.380000
